ForestTypeGroup,albedoAgeGroup,rfAlbedo,rfSigma,cumTDEE,cumTDEE_ub,cumTDEE_lb
Alder / maple,0,3.67171327162365,1.80630201744949,11.1691903925942,16.663881738822,5.67449904636636
Alder / maple,10,3.06756648345733,1.16715027461539,12.9265459809128,18.2455993117456,7.60749265008
Alder / maple,20,3.21904713807908,0.561050927981721,14.8551074939254,18.7176903642289,10.9925246236219
Alder / maple,30,4.26578079670856,0.746623823638279,19.3329742000406,23.5383149286281,15.127633471453
Alder / maple,40,5.42840304746157,0.788563863394881,24.9485424059698,29.4617309233538,20.4353538885859
Alder / maple,50,2.45711221672657,0.758594829298493,18.5447795430386,23.1711652959883,13.9183937900889
Alder / maple,60,3.78172628031772,0.869751141936163,21.5438331788162,26.650480152109,16.4371862055233
Alder / maple,70,7.89573003944416,1.09552238796826,35.2238374864688,41.2608277149386,29.1868472579989
Alder / maple,80,4.31331034614107,0.984213277267372,29.2273475107228,35.3339334644443,23.1207615570014
Alder / maple,90,7.04438506734671,1.76170454507351,37.0723714482276,45.7218224740166,28.4229204224387
Alder / maple,100,3.04967154397845,2.09187641246556,27.9046458975424,38.4919542277673,17.3173375673175
Alder / maple,110,0.2901,2.60446304058247,17.6382521875103,30.7046876575622,4.57181671745842
Alder / maple,120,7.15997617308587,1.99397182237774,35.2362600625623,47.5953878824581,22.8771322426666
Alder / maple,130,13.7762035985143,2.3742276831681,60.352522616862,74.0858764349802,46.6191687987438
Alder / maple,150,5.58356298095632,2.07212028536341,46.1898939811261,60.0977006681741,32.2820872940781
Alder / maple,170,10.9655609166667,2.35301551533709,62.6809107044171,78.0903063872763,47.2715150215579
Alder / maple,180,5.74328916666667,3.60248343572757,51.0283940396552,70.724808809281,31.3319792700294
Alder / maple,200,8.48498151542887,1.40082894115362,57.7992514181709,72.3817839476079,43.2167188887339
Aspen / birch,0,1.81654416673245,0.686359836512536,5.52584751418213,7.61372396986419,3.43797105850008
Aspen / birch,10,5.16327744399537,0.424314524879547,17.4851251017775,19.4479177630402,15.5223324405147
Aspen / birch,20,6.3384455822528,0.507058128780456,25.3557000296866,27.6985652809259,23.0128347784473
Aspen / birch,30,6.9614226777755,0.488022582371199,31.0128014878183,33.5092660146318,28.5163369610049
Aspen / birch,40,7.36963127925533,0.569718314465092,35.4767985540345,38.3704172542118,32.5831798538572
Aspen / birch,50,6.94723494000712,0.624597976376665,37.0402865343896,40.3128741500323,33.7676989187468
Aspen / birch,60,7.23396645292176,0.59228724100095,39.7811992354938,43.1730433663574,36.3893551046302
Aspen / birch,70,7.65734852363918,0.499261823740193,43.0730187181908,46.3200870767346,39.8259503596471
Aspen / birch,80,8.62094945576456,0.606111460360233,48.141997111077,51.7499044753692,44.5340897467849
Aspen / birch,90,7.99826219821377,0.704952885389812,48.9588205101056,53.0353438710196,44.8822971491916
Aspen / birch,100,8.31520179136342,0.901382670750717,51.4037214940684,56.3021125149413,46.5053304731956
Aspen / birch,110,12.0018712443545,0.986252550408566,64.3626618884189,69.8757376279529,58.8495861488848
Aspen / birch,120,7.07311069374599,1.59953847826244,54.4923945134031,62.2016221155365,46.7831669112698
Aspen / birch,130,7.73886093893442,2.38313307864286,55.1206130509726,66.0626242778565,44.1786018240888
Aspen / birch,140,9.60017030187904,2.91559714849391,61.405549435873,75.2881166944261,47.52298217732
Aspen / birch,150,23.9337275,6.927880831283,107.578664129772,135.060684904154,80.09664335539
Aspen / birch,160,9.93580033333333,5.29324940707382,80.8368944963389,108.260746678064,53.4130423146135
California mixed conifer,0,-5.89382296363636,4.14115529264296,-17.9287504092029,-5.33153802165314,-30.5259627967527
California mixed conifer,10,0.584158926401933,1.90030230928683,-3.9939277236267,5.84150424607886,-13.8293596933323
California mixed conifer,20,2.70671898644342,1.78445946686025,5.50009580504196,15.1116191397587,-4.11142752967473
California mixed conifer,30,9.59591270176673,1.6683525605114,29.7857057229705,39.347845515388,20.2235659305529
California mixed conifer,40,7.49863027249128,0.927228914820866,32.0129785208453,39.6045474417455,24.4214095999451
California mixed conifer,50,9.1704133876036,1.07853210394745,40.2255970829679,47.8810210189011,32.5701731470347
California mixed conifer,60,5.95145297817932,0.873863939947471,34.7425203337172,41.827696260439,27.6573444069953
California mixed conifer,70,7.61676691430075,0.771267310649968,39.9330113905435,46.5883780824045,33.2776446986825
California mixed conifer,80,8.29893328994582,0.603069158661542,44.5805336387773,50.5991681541108,38.5618991234438
California mixed conifer,90,8.54262457262242,0.61539166527244,48.0231436938383,53.8652536296751,42.1810337580015
California mixed conifer,100,9.11047607568436,0.624575595614476,52.1174710215182,57.886016481735,46.3489255613014
California mixed conifer,110,11.0917791170441,0.656727977366051,60.6645429811308,66.4748255256373,54.8542604366242
California mixed conifer,120,8.74482782023905,0.889731116229425,57.5086086719417,64.0195370779347,50.9976802659488
California mixed conifer,130,12.5885027019853,0.855882112915454,69.7955442601009,76.4226133261595,63.1684751940423
California mixed conifer,140,10.8509500148016,1.03734848316549,69.3588824481301,76.6316103502837,62.0861545459764
California mixed conifer,150,13.6054809579534,1.59420456669657,79.3574463744961,88.5791731863098,70.1357195626823
California mixed conifer,160,11.3149076160354,1.01549199734886,76.7971036467687,84.9765304976261,68.6176767959114
California mixed conifer,170,10.0256170488899,2.36198169665258,73.8162897698694,85.9786408771425,61.6539386625964
California mixed conifer,180,10.1843840036617,1.53674283601064,74.3988224493215,85.3955573052208,63.4020875934223
California mixed conifer,190,8.10411736679401,1.73386609889599,68.9160901629719,80.5256038356023,57.3065764903415
California mixed conifer,200,10.8300416720644,0.533033318416164,76.1031037809011,84.4103120473839,67.7958955144184
Douglas-fir,0,3.66085931770221,0.629188409719305,11.1361731418198,13.0501366300038,9.22220965363571
Douglas-fir,10,4.91096908758669,0.319449983546451,18.5234680750088,20.1112882335646,16.935647916453
Douglas-fir,20,5.51111841581639,0.242580726425726,23.6263604332434,25.0299542625624,22.2227666039244
Douglas-fir,30,7.49036817331924,0.246142229698597,32.4158003781738,33.8355881106124,30.9960126457353
Douglas-fir,40,8.51995443128262,0.303520267171351,39.5373736425462,41.1747763757518,37.8999709093406
Douglas-fir,50,9.12462914351398,0.31238900014026,45.1952837086251,46.9639591481009,43.4266082691493
Douglas-fir,60,9.60383957374235,0.332331558182852,50.1010326188626,52.0175894933985,48.1844757443268
Douglas-fir,70,11.1125353232072,0.330138623772896,57.8812738815198,59.881887934855,55.8806598281847
Douglas-fir,80,11.7729330946046,0.27102733818908,63.963005031731,65.8550345658462,62.0709754976157
Douglas-fir,90,11.8468586442113,0.276272937576393,67.931430299797,69.8442530970734,66.0186075025205
Douglas-fir,100,11.979126278229,0.292343554341175,71.39147145279,73.3817658233937,69.4011770821863
Douglas-fir,110,13.1228542907104,0.319356268437784,77.6166944267749,79.7356581485099,75.4977307050399
Douglas-fir,120,11.9632825043107,0.371593329835418,77.6087086674046,79.9522530988581,75.2651642359511
Douglas-fir,130,11.9616008523418,0.390270245786105,79.2650042116786,81.7671677165244,76.7628407068328
Douglas-fir,140,14.1270392535399,0.521918049548683,87.6243940994885,90.6185807789568,84.6302074200202
Douglas-fir,150,12.350716325213,0.578436995508252,86.050100870601,89.4167870143201,82.683414726882
Douglas-fir,160,12.1660516981027,0.541416805525958,86.5697475969396,90.0150819124691,83.1244132814102
Douglas-fir,170,13.0180724583082,0.64421872400009,90.3630495704264,94.2258661881796,86.5002329526733
Douglas-fir,180,13.3424992037713,0.737571652386945,93.4881294519725,97.8327794582521,89.1434794456928
Douglas-fir,190,14.0675508961553,0.861136452901774,97.7736423576479,102.732467321841,92.8148173934545
Douglas-fir,200,13.3676493835671,0.303303821067458,98.1158530672759,101.674638564311,94.5570675702411
Elm / ash / cottonwood,0,3.93910482150021,0.786327261403593,11.9825837348857,14.3745567033033,9.59061076646813
Elm / ash / cottonwood,10,4.53112843246453,0.557636605859616,17.6404524842575,20.1066877657632,15.1742172027517
Elm / ash / cottonwood,20,4.57651319792747,0.505124365128584,20.5674693430162,23.0910615497646,18.0438771362677
Elm / ash / cottonwood,30,6.0107043034594,0.635834535632105,26.8990550935924,29.9584497185673,23.8396604686175
Elm / ash / cottonwood,40,5.19838557958537,0.50136254413286,27.3987138887209,30.3149701497105,24.4824576277312
Elm / ash / cottonwood,50,5.0372170644853,0.358778260803513,28.2554469996795,30.8071930468505,25.7037009525084
Elm / ash / cottonwood,60,5.87327429168047,0.379368036836431,31.9425297520097,34.5104397508782,29.3746197531413
Elm / ash / cottonwood,70,5.75421132494027,0.445982650813766,33.5048577878642,36.3091207300556,30.7005948456728
Elm / ash / cottonwood,80,6.81055583229822,0.574089223405004,38.0918038055206,41.3927512721144,34.7908563389268
Elm / ash / cottonwood,90,7.1788918822224,0.82511290120973,41.4510864556252,45.7208498100967,37.1813231011538
Elm / ash / cottonwood,100,7.4111937965716,0.93446314441958,44.1923632662928,49.1804214634606,39.2043050691251
Elm / ash / cottonwood,110,6.97343912427873,1.22182813175263,44.7044945957422,50.9277271228729,38.4812620686115
Elm / ash / cottonwood,120,12.543253010799,1.9476236008838,62.7472004014118,71.7214772211239,53.7729235816996
Elm / ash / cottonwood,130,7.22257506840373,1.7912119737861,53.1166517481636,62.7036394121237,43.5296640842036
Elm / ash / cottonwood,140,11.7700989097489,2.84002867140637,65.9046766436836,79.2421152628135,52.5672380245536
Elm / ash / cottonwood,160,9.77654881787942,2.43810288420557,66.6984887506011,81.1165425103363,52.280434990866
Elm / ash / cottonwood,170,5.79344158333333,4.43104351856717,55.5616350338234,76.5266002901007,34.5966697775461
Exotic hardwoods,0,1.9351800541985,1.40203173329553,5.88673266955178,10.1516515799306,1.62181375917295
Exotic hardwoods,10,3.52209882156929,0.75343433934216,12.6088937268564,16.2736017124783,8.94418574123453
Exotic hardwoods,20,3.33899051075322,1.15136612199129,14.6910739189694,19.7175428725488,9.66460496538994
Exotic hardwoods,30,5.2279875129381,1.41299371279499,21.9303520096881,28.3453054582549,15.5153985611213
Exotic hardwoods,40,3.3461104546351,1.40093055885441,19.2336340565621,26.2923426952325,12.1749254178917
Exotic hardwoods,50,7.3460114422634,2.15319092609983,31.6205505974797,41.4491364228243,21.791964772135
Exotic hardwoods,60,4.49462890850718,2.49244643924138,27.4518299790554,39.4480275368815,15.4556324212294
Exotic hardwoods,80,7.27505554545455,4.27809989342174,38.0103611853021,58.2185768930314,17.8021454775728
Exotic hardwoods,120,2.63342189884983,2.25615516448643,26.8741471453528,44.3475422039488,9.40075208675683
Exotic softwoods,10,5.224612625,3.80891927350291,15.8930419723029,27.4796069921153,4.30647695249051
Exotic softwoods,20,8.1422787389735,1.49513591070908,29.8841128930932,38.1617388988459,21.6064868873405
Exotic softwoods,30,11.4474701495501,2.16991804663915,45.7254500790161,55.9264669625335,35.5244331954987
Exotic softwoods,40,6.65480693896145,2.35918273644146,38.1310609483431,49.8105505349437,26.4515713617425
Exotic softwoods,50,9.29644781409835,2.30463356276675,46.2337140260423,58.6343285929911,33.8330994590935
Exotic softwoods,60,6.99952489630188,3.83808097238077,42.9361853111373,60.6493063836932,25.2230642385813
Exotic softwoods,70,12.1609507101172,3.4210131101009,59.174679723981,77.6899241235927,40.6594353243692
Exotic softwoods,80,12.9107078771776,2.99397231848605,67.5625948245729,85.7390270763698,49.386162572776
Fir / spruce / mountain hemlock,0,0.601166261580581,1.03762384090999,1.82872134517965,4.98512746343127,-1.32768477307196
Fir / spruce / mountain hemlock,10,3.80594914944248,0.493006049189316,12.1661596062865,14.6818476294685,9.65047158310447
Fir / spruce / mountain hemlock,20,4.8883528571718,0.529272602605614,18.9339039000709,21.6086130769433,16.2591947231984
Fir / spruce / mountain hemlock,30,4.05844201615448,0.604293605754389,19.5096308312715,22.5620605230755,16.4572011394675
Fir / spruce / mountain hemlock,40,6.02855489002415,0.683903284987721,26.7912628009694,30.3023724575501,23.2801531443887
Fir / spruce / mountain hemlock,50,9.02819304623264,0.575252680471432,39.0476825976475,42.4790912644289,35.616273930866
Fir / spruce / mountain hemlock,60,12.4756393281746,0.570345973142608,54.6650005248091,58.1683669575561,51.1616340920622
Fir / spruce / mountain hemlock,70,12.0706946062888,0.481040053082473,60.2660595591445,63.59601052783,56.9361085904589
Fir / spruce / mountain hemlock,80,11.4579378078594,0.415709827605949,62.6839219609938,65.8259397422516,59.5419041797359
Fir / spruce / mountain hemlock,90,12.9974553674291,0.410151430246517,70.2839368178069,73.3874874887656,67.1803861468483
Fir / spruce / mountain hemlock,100,14.1327028385575,0.4043065866613,77.9540035483478,81.0474439948657,74.86056310183
Fir / spruce / mountain hemlock,110,13.8345309447482,0.434201297178982,81.4877113613693,84.6869656474994,78.2884570752392
Fir / spruce / mountain hemlock,120,13.4902330636799,0.493802608562213,83.6452570779424,87.0766213174401,80.2138928384447
Fir / spruce / mountain hemlock,130,14.3654371425622,0.514714605626584,88.8078015877485,92.4018748884914,85.2137282870056
Fir / spruce / mountain hemlock,140,13.7077626300365,0.60672435928988,90.0280941759421,93.9930877619606,86.0631005899236
Fir / spruce / mountain hemlock,150,16.1182558122242,0.697370096210965,99.3957741585193,103.797917320122,94.9936309969166
Fir / spruce / mountain hemlock,160,15.4179515231071,0.665729179341596,101.630374546014,106.1392766081,97.1214724839274
Fir / spruce / mountain hemlock,170,16.2762156123621,0.784765115552456,106.800560729443,111.786269485177,101.81485197371
Fir / spruce / mountain hemlock,180,17.2776886994374,0.783301237597108,113.040639326779,118.241818503568,107.839460149989
Fir / spruce / mountain hemlock,190,17.0418043739206,0.95416056183458,115.957676399861,121.838528734167,110.076824065555
Fir / spruce / mountain hemlock,200,17.6930564914711,0.390991325420245,120.632623269714,125.102280769457,116.162965769971
Hemlock / Sitka spruce,0,0.841910361746529,1.01744737589665,2.56105431666416,5.65608451514417,-0.533975881815851
Hemlock / Sitka spruce,10,5.30236388874142,0.965706174778457,16.9539111084926,20.8877764314127,13.0200457855724
Hemlock / Sitka spruce,20,9.38170532851486,1.09647031755214,34.202716612661,39.0543426280178,29.3510905973043
Hemlock / Sitka spruce,30,10.4751145184261,1.48728183969322,44.3651113415754,50.9158835516989,37.814339131452
Hemlock / Sitka spruce,40,9.6648526642036,0.784762005252148,47.340183938631,52.5252126431648,42.1551552340972
Hemlock / Sitka spruce,50,8.79402044116265,0.733705612318875,47.8742350105353,52.7613654259546,42.987104595116
Hemlock / Sitka spruce,60,9.90938182988127,0.836532475974169,53.2351271558505,58.4341010560893,48.0361532556116
Hemlock / Sitka spruce,70,11.1109940441247,0.936713490829441,60.0068057112769,65.681472941314,54.3321384812398
Hemlock / Sitka spruce,80,12.3239240249761,0.827666169520492,67.3969226785239,72.9824790346628,61.8113663223851
Hemlock / Sitka spruce,90,13.8977288540043,1.15510644548442,76.2354904347664,82.8958389553421,69.5751419141906
Hemlock / Sitka spruce,100,12.8971851770408,0.933610834408572,77.8540599297232,84.2590812312903,71.4490386281561
Hemlock / Sitka spruce,110,13.3113865903579,1.00882900587672,81.6744606395785,88.3739514592158,74.9749698199412
Hemlock / Sitka spruce,120,11.3737268341748,0.912623693143509,78.6205538696757,85.2043516000012,72.0367561393502
Hemlock / Sitka spruce,130,13.1071708505475,0.865900398871859,84.4788849753164,90.977767269371,77.9800026812617
Hemlock / Sitka spruce,140,14.1319803888324,1.5275579321024,90.443351967844,98.9920592750586,81.8946446606294
Hemlock / Sitka spruce,150,12.8700215951778,1.21260981953168,89.8405628447137,98.1403854854793,81.540740203948
Hemlock / Sitka spruce,160,12.1605762741549,2.42836703369888,88.9655780975855,101.093821650159,76.837334545012
Hemlock / Sitka spruce,170,15.8263941223626,1.44936929089344,100.89600537675,111.395635514388,90.3963752391126
Hemlock / Sitka spruce,180,18.9342605785553,3.80093793477507,115.006544392496,132.541660981286,97.4714278037067
Hemlock / Sitka spruce,190,16.8254484049956,3.86579236696851,114.809461184918,134.937923296527,94.6809990733087
Hemlock / Sitka spruce,200,18.7954036127824,0.539508640319472,123.066011848265,134.60672731383,111.525296382701
Loblolly / shortleaf pine,0,5.14841991201291,0.160679187008609,15.6612670882296,16.1500461129144,15.1724880635448
Loblolly / shortleaf pine,10,7.28118949445554,0.134497438561953,27.1901134636635,27.7565771523701,26.6236497749568
Loblolly / shortleaf pine,20,7.95559592513819,0.139831511904896,34.2174566887956,34.8646289422809,33.5702844353102
Loblolly / shortleaf pine,30,8.02654260188436,0.151037811324418,38.3710159164815,39.107769419975,37.634262412988
Loblolly / shortleaf pine,40,7.34890864175673,0.281091464574407,39.3208000364658,40.5096463105997,38.1319537623318
Loblolly / shortleaf pine,50,6.58637263548573,0.374248818398612,38.8239695035868,40.4691777066462,37.1787613005275
Loblolly / shortleaf pine,60,6.926446763856,0.308340041585364,40.8904493372542,42.538671372527,39.2422273019814
Loblolly / shortleaf pine,70,6.86216242432087,0.92657666524321,42.2413341633613,45.84535480666,38.6373135200625
Loblolly / shortleaf pine,80,6.30300963256407,1.17985071014671,41.853833417167,46.908609563534,36.7990572708001
Loblolly / shortleaf pine,90,6.15550838686375,2.46309947300209,42.0661810537683,51.6888545700576,32.443507537479
Loblolly / shortleaf pine,100,6.746900479892,1.56336384147535,44.5169924627759,53.1145800632468,35.919404862305
Loblolly / shortleaf pine,110,7.6871256716225,1.53890423888455,48.6699842088923,57.3962688995956,39.9436995181889
Loblolly / shortleaf pine,120,6.64975158379887,2.46073254681666,47.4690410212395,59.3023975677028,35.6356844747761
Loblolly / shortleaf pine,130,6.52836466327325,7.54981718692717,47.5234781545696,76.0632909898319,18.9836653193072
Loblolly / shortleaf pine,160,8.01722258333333,8.202830130735,55.0359276072915,98.0483921789987,12.0234630355844
Lodgepole pine,0,2.28996305509794,0.668873534820357,6.96596696481293,9.00065085930789,4.93128307031797
Lodgepole pine,10,4.22006121728445,0.453644929752468,15.0794490333263,17.1143418537628,13.0445562128899
Lodgepole pine,20,10.7719482500254,0.443203629053715,38.1841948906131,40.3517289677644,36.0166608134619
Lodgepole pine,30,9.1063681311853,0.80203962927645,41.5410437542006,44.9395929312752,38.142494577126
Lodgepole pine,40,12.0440955684186,0.675006401388659,54.0582434381538,57.5498775465804,50.5666093297272
Lodgepole pine,50,13.8838584584472,0.76797007423962,65.5368157962469,69.5036360183223,61.5699955741714
Lodgepole pine,60,13.7546790706176,0.714616794066687,71.2129502203284,75.2861478253062,67.1397526153505
Lodgepole pine,70,12.9979492280333,0.645975450039996,73.3264662430268,77.351579732783,69.3013527532707
Lodgepole pine,80,12.8039814318427,0.604569033725486,75.7155218121734,79.7003102526462,71.7307333717006
Lodgepole pine,90,13.7976817284133,0.589247743605231,81.3900263140362,85.3897647819316,77.3902878461409
Lodgepole pine,100,15.6467025487986,0.760762980243137,90.4930395760301,95.0770270341769,85.9090521178834
Lodgepole pine,110,15.0402112772771,0.722120059431947,93.3243391191291,98.028314176719,88.6203640615392
Lodgepole pine,120,15.0160756654105,0.783200519353633,96.214142631592,101.230965283534,91.1973199796499
Lodgepole pine,130,16.6657442209952,0.93282754755615,103.893318562075,109.538551692733,98.2480854314164
Lodgepole pine,140,19.6426142841003,1.31458651805548,117.001480429922,124.092459597687,109.910501262157
Lodgepole pine,150,17.667847950155,1.61144427105509,117.076634349993,125.648923035646,108.504345664341
Lodgepole pine,160,17.9040772532935,1.42974722667271,120.271822309954,128.966157846704,111.577486773204
Lodgepole pine,170,21.2253071454929,1.76611564184371,133.175433085665,143.186469801706,123.164396369623
Lodgepole pine,180,12.703729309759,1.83630329860304,113.096657884476,123.931762021924,102.261553747029
Lodgepole pine,190,18.7222920770014,1.5743406664251,127.326691742259,137.882052957153,116.771330527365
Lodgepole pine,200,15.5330090625149,0.995353399826246,122.319241829671,131.270319458633,113.368164200709
Longleaf / slash pine,0,4.60634339246587,0.462208974192498,14.0122941411949,15.4183135256112,12.6062747567785
Longleaf / slash pine,10,6.79445742158471,0.35481937465282,25.1787238053809,26.710638841588,23.6468087691737
Longleaf / slash pine,20,7.37672927601074,0.36717621763083,31.6759597180333,33.3995475027476,29.952371933319
Longleaf / slash pine,30,7.29093858834714,0.395587286580217,35.0744267789195,37.0231537773423,33.1256997804967
Longleaf / slash pine,40,6.26563041405792,0.499799079458176,34.604706897192,37.0145113280485,32.1949024663356
Longleaf / slash pine,50,7.13132923505413,0.484118284419419,38.4589250868436,41.0404033837402,35.8774467899469
Longleaf / slash pine,60,6.59255762406893,0.502428244317121,39.0365404430131,41.818316490853,36.2547643951732
Longleaf / slash pine,70,6.09073781619143,0.473995134381983,38.7822178516279,41.6188416372702,35.9455940659855
Longleaf / slash pine,80,6.54426108818674,0.533775466977802,40.9315765216901,44.0415199127774,37.8216331306029
Longleaf / slash pine,90,6.50860703308629,0.953147332643706,42.164895445478,46.6984148030101,37.6313760879458
Longleaf / slash pine,100,6.58359475130777,1.34503794867659,43.4969233955643,49.7499310857354,37.2439157053932
Longleaf / slash pine,110,0.0435921720533358,2.42046670736128,24.6755691286971,34.9197814248194,14.4313568325749
Longleaf / slash pine,120,9.96225331605373,3.0556169904645,49.4053829028955,63.1145094550586,35.6962563507325
Maple / beech / birch,0,-0.957470468232848,1.40650995243664,-2.91258308148064,1.36595837469809,-7.19112453765938
Maple / beech / birch,10,2.0580071441516,1.04340895317662,5.32286384708975,9.87404669359362,0.771681000585878
Maple / beech / birch,20,3.42132610232425,0.723055641412105,11.8856076586549,15.8956141023308,7.87560121497906
Maple / beech / birch,30,3.85785141988852,0.528355164316342,15.8525917008616,19.3215800985995,12.3836033031236
Maple / beech / birch,40,4.86655498512952,0.446644050462014,21.0156771253577,24.1837764755952,17.8475777751203
Maple / beech / birch,50,5.50977878725982,0.314289743914799,25.4791657821365,28.2073071368741,22.7510244273988
Maple / beech / birch,60,5.48956998040941,0.274787342276839,27.8591695122,30.3583061537072,25.3600328706928
Maple / beech / birch,70,6.06745975610531,0.249154086153696,31.4437083022141,33.7888346942715,29.0985819101567
Maple / beech / birch,80,6.04979565128818,0.227613038276643,33.491782805755,35.7112358413705,31.2723297701396
Maple / beech / birch,90,5.65241099231609,0.271417875648095,33.9359916662583,36.234294574371,31.6376887581456
Maple / beech / birch,100,5.87631237542254,0.33298933308755,35.6533331891727,38.1485244191381,33.1581419592073
Maple / beech / birch,110,5.26542773354041,0.536567352051845,35.0585490927643,38.2349948206932,31.8821033648353
Maple / beech / birch,120,7.31713057018571,0.876409134568006,41.8092978173799,46.254816481096,37.3637791536638
Maple / beech / birch,130,6.92431230891027,1.13560098717423,43.2794419690264,48.9883269766305,37.5705569614222
Maple / beech / birch,140,3.43052597047745,1.69582375889105,34.083380929386,42.0485219831993,26.1182398755727
Maple / beech / birch,150,9.35253511097607,2.89348576063048,49.9252322250601,62.4565909371593,37.393873512961
Maple / beech / birch,160,6.72731435018121,1.81709992684179,46.9033784113747,57.9464069747039,35.8603498480456
Maple / beech / birch,170,5.49752355555556,2.81986940930308,43.5303481672127,57.7255586547346,29.3351376796908
Maple / beech / birch,200,11.3618324229655,2.15381310089246,66.1684363614302,80.6643672024966,51.6725055203638
Nonstocked,0,1.75673426582222,0.1493100563727,5.34390842438683,5.7981030533749,4.88971379539876
Oak / gum / cypress,0,4.79519524007454,0.710574453992688,14.5867731611761,16.7483094189483,12.4252369034039
Oak / gum / cypress,10,5.12437075129139,0.304129127607622,20.2833070997781,21.9042107121209,18.6624034874353
Oak / gum / cypress,20,4.52986075740692,0.394551403085873,21.4865712187727,23.3830978742247,19.5900445633206
Oak / gum / cypress,30,4.91642773608605,0.399686689267103,24.2034288128321,26.2634005196439,22.1434571060202
Oak / gum / cypress,40,5.3382030484348,0.326895638561352,27.2491116256511,29.2138975607216,25.2843256905807
Oak / gum / cypress,50,5.42231709999703,0.293584455631007,29.3715296389522,31.2716012898781,27.4714579880262
Oak / gum / cypress,60,5.4158143443319,0.341066687751796,30.9338829711013,33.000152037477,28.8676139047256
Oak / gum / cypress,70,5.26030787826637,0.319951303007785,31.794830184338,33.8805050563682,29.7091553123077
Oak / gum / cypress,80,6.15196574194667,0.422495392261051,35.5338880964564,37.9769543183471,33.0908218745656
Oak / gum / cypress,90,6.11883733700731,0.433078711322199,37.2786485571972,39.8999431062102,34.6573540081841
Oak / gum / cypress,100,5.99320792184685,0.94217543536735,38.2629362921693,42.5441588768848,33.9817137074538
Oak / gum / cypress,110,7.01660357766219,0.813840688740384,42.4224145255221,46.8998927743364,37.9449362767078
Oak / gum / cypress,120,7.18992459153016,0.731918472387024,44.92636793349,49.3909739571773,40.4617619098027
Oak / gum / cypress,130,3.99739233333085,1.84197774513946,36.8596777550876,44.8234881281937,28.8958673819815
Oak / gum / cypress,140,3.68868046666667,3.67743368299626,34.139994574691,48.907527577874,19.372461571508
Oak / gum / cypress,150,2.83917329090909,3.93459289979372,30.6472101219445,48.7447834431017,12.5496368007872
Oak / gum / cypress,180,4.19671690909091,4.49715550045751,33.5898676165193,58.2116777915852,8.96805744145338
Oak / gum / cypress,190,6.4026707,3.25436618712006,40.8632564284167,63.0522766396496,18.6742362171838
Oak / hickory,0,3.14295770908133,0.358006684619883,9.56073921128317,10.6497798107341,8.47169861183226
Oak / hickory,10,3.27711551241501,0.297898818622264,13.0462559938402,14.302991939644,11.7895200480365
Oak / hickory,20,4.20160882926765,0.232156929459063,17.7526389734733,18.9513277298741,16.5539502170725
Oak / hickory,30,4.2498738265711,0.280989328610329,20.1504383966032,21.5443123038628,18.7565644893436
Oak / hickory,40,4.47471289419784,0.239935594324983,22.4929487795736,23.866882647625,21.1190149115222
Oak / hickory,50,4.57258663596028,0.19345889644003,24.3527935577416,25.6282574566583,23.0773296588249
Oak / hickory,60,4.60146743591699,0.160322633671478,25.8185995529064,26.9958946123304,24.6413044934824
Oak / hickory,70,4.39517440826577,0.151929040877503,26.3876163549639,27.5272354490973,25.2479972608306
Oak / hickory,80,4.4144567256895,0.169244599031252,27.2903487122358,28.4800428236814,26.1006546007902
Oak / hickory,90,4.09780290281208,0.213309651302431,27.1657301491003,28.5125075583949,25.8189527398057
Oak / hickory,100,4.53849616050558,0.291328694856998,28.9699038024094,30.6156873423616,27.3241202624572
Oak / hickory,110,4.32742352286603,0.380691039973498,29.292831732503,31.3282970471924,27.2573664178136
Oak / hickory,120,4.19727828690754,0.526588171150727,29.4647992710868,32.1089586058683,26.8206399363054
Oak / hickory,130,4.37579374327965,0.956272761864268,30.4424159881445,34.6479168595655,26.2369151167236
Oak / hickory,140,4.33186609263873,1.0718717797725,30.9454854597246,36.0943514988513,25.796619420598
Oak / hickory,150,4.27704345073773,1.60216782441579,31.28808849757,38.5404155178666,24.0357614772734
